"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
5,1,"WNT10A","FZD3_LRP5",3.24027438277185e-05,0,"WNT10A_FZD3_LRP5","WNT10A - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD1_LRP5",1.23296067276952e-05,0.02,"WNT2B_FZD1_LRP5","WNT2B - (FZD1+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD10_LRP5",3.85356755719682e-06,0.02,"WNT2B_FZD10_LRP5","WNT2B - (FZD10+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD3_LRP5",3.02302421344647e-06,0,"WNT2B_FZD3_LRP5","WNT2B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD5_LRP5",5.65534039858648e-06,0,"WNT2B_FZD5_LRP5","WNT2B - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD6_LRP5",1.87979001637489e-05,0.02,"WNT2B_FZD6_LRP5","WNT2B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD7_LRP5",7.92586195764687e-06,0.02,"WNT2B_FZD7_LRP5","WNT2B - (FZD7+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD8_LRP5",1.2360136276807e-05,0.02,"WNT2B_FZD8_LRP5","WNT2B - (FZD8+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT3","FZD3_LRP5",9.06882305506904e-05,0,"WNT3_FZD3_LRP5","WNT3 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT3A","FZD3_LRP5",4.03063892182897e-06,0,"WNT3A_FZD3_LRP5","WNT3A - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT4","FZD3_LRP5",8.05609463254363e-05,0,"WNT4_FZD3_LRP5","WNT4 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT7B","FZD3_LRP5",1.91412588005446e-05,0,"WNT7B_FZD3_LRP5","WNT7B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD3_LRP5",2.01537949124152e-06,0,"WNT9A_FZD3_LRP5","WNT9A - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD5_LRP5",3.77033198021565e-06,0.01,"WNT9A_FZD5_LRP5","WNT9A - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD7_LRP5",5.28411430416408e-06,0.04,"WNT9A_FZD7_LRP5","WNT9A - (FZD7+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD8_LRP5",8.24059265093875e-06,0.04,"WNT9A_FZD8_LRP5","WNT9A - (FZD8+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT10A","FZD3_LRP6",2.41846910095405e-05,0,"WNT10A_FZD3_LRP6","WNT10A - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD1_LRP6",9.20185292456181e-06,0.02,"WNT2B_FZD1_LRP6","WNT2B - (FZD1+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD10_LRP6",2.8759096386399e-06,0.02,"WNT2B_FZD10_LRP6","WNT2B - (FZD10+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD3_LRP6",2.25606980220449e-06,0,"WNT2B_FZD3_LRP6","WNT2B - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD5_LRP6",4.2205975657705e-06,0,"WNT2B_FZD5_LRP6","WNT2B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD6_LRP6",1.4029620915123e-05,0.02,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD7_LRP6",5.91514500418384e-06,0.02,"WNT2B_FZD7_LRP6","WNT2B - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT2B","FZD8_LRP6",9.22463884532947e-06,0.02,"WNT2B_FZD8_LRP6","WNT2B - (FZD8+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT3","FZD3_LRP6",6.77024875285708e-05,0,"WNT3_FZD3_LRP6","WNT3 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT3A","FZD3_LRP6",3.00805963565545e-06,0,"WNT3A_FZD3_LRP6","WNT3A - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT4","FZD3_LRP6",6.0139769429892e-05,0,"WNT4_FZD3_LRP6","WNT4 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT7B","FZD3_LRP6",1.42859015239493e-05,0,"WNT7B_FZD3_LRP6","WNT7B - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT7B","FZD5_LRP6",2.67215611943055e-05,0.03,"WNT7B_FZD5_LRP6","WNT7B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD1_LRP6",6.13484673349611e-06,0.04,"WNT9A_FZD1_LRP6","WNT9A - (FZD1+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD3_LRP6",1.50406325214988e-06,0,"WNT9A_FZD3_LRP6","WNT9A - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD5_LRP6",2.8137902183962e-06,0.01,"WNT9A_FZD5_LRP6","WNT9A - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD7_LRP6",3.94354492418951e-06,0.03,"WNT9A_FZD7_LRP6","WNT9A - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT9A","FZD8_LRP6",6.15003872644284e-06,0.04,"WNT9A_FZD8_LRP6","WNT9A - (FZD8+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
5,1,"WNT5A","FZD1",0.00126377081107521,0,"WNT5A_FZD1","WNT5A - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD10",0.000123703862772288,0,"WNT5A_FZD10","WNT5A - FZD10","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD3",7.61327323736463e-05,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD5",0.000266362695484709,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD6",0.00292828226421183,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD7",0.000522942548480002,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","FZD8",0.00127002220090518,0,"WNT5A_FZD8","WNT5A - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5A","MCAM",0.00166699487866875,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
5,1,"WNT5B","FZD1",0.000122581553590098,0,"WNT5B_FZD1","WNT5B - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD10",1.19740298239495e-05,0,"WNT5B_FZD10","WNT5B - FZD10","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD3",7.36870192616408e-06,0,"WNT5B_FZD3","WNT5B - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD5",2.57895021311894e-05,0,"WNT5B_FZD5","WNT5B - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD6",0.000284896232357634,0,"WNT5B_FZD6","WNT5B - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD7",5.0655419412835e-05,0,"WNT5B_FZD7","WNT5B - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"WNT5B","FZD8",0.00012318931841538,0,"WNT5B_FZD8","WNT5B - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
5,1,"NRG2","ERBB3",0.000274565101220322,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
5,1,"NRG2","ERBB2_ERBB3",0.000368538866777494,0,"NRG2_ERBB2_ERBB3","NRG2 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
5,1,"FGF2","FGFR1",0.000148229652627152,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
5,1,"FGF2","FGFR2",0.00156323056171477,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
5,1,"FGF2","FGFR3",0.00315508732176233,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
5,1,"FGF7","FGFR1",0.000801633565389114,0,"FGF7_FGFR1","FGF7 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
5,1,"FGF7","FGFR2",0.00834935727353027,0,"FGF7_FGFR2","FGF7 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
5,1,"PDGFA","PDGFRB",8.15095809560889e-05,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
5,1,"PDGFB","PDGFRB",0.000190044525978044,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
5,1,"PDGFD","PDGFRB",0.000366062504030215,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
5,1,"VEGFA","KDR",1.80160072580588e-05,0.02,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
5,1,"VEGFB","FLT1",0.00195342014600019,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
5,1,"VEGFC","KDR",1.3812388900408e-05,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
5,1,"PGF","FLT1",0.000391851932721446,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
5,1,"VEGFA","FLT1_KDR",7.09215511194488e-05,0.02,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
5,1,"IGF1","IGF1R",0.000290272557240606,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
5,1,"IGF1","ITGA6_ITGB4",0.000998629191028185,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
5,1,"CXCL12","ACKR3",0.00644788597572822,0,"CXCL12_ACKR3","CXCL12 - ACKR3","CXCL","Secreted Signaling","KEGG: hsa04060"
5,1,"MIF","ACKR3",0.00231764215976896,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
5,1,"CSF1","CSF1R",4.35369144811271e-05,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
5,1,"IFNE","IFNAR1_IFNAR2",0.000216050538426777,0,"IFNE_IFNAR1_IFNAR2","IFNE - (IFNAR1+IFNAR2)","IFN-I","Secreted Signaling","KEGG: hsa04060"
5,1,"TNFSF10","TNFRSF10A",0.00154837043524563,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","TRAIL","Secreted Signaling","KEGG: hsa04060"
5,1,"TNFSF12","TNFRSF12A",0.00156576977338682,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
5,1,"NAMPT","ITGA5_ITGB1",7.72909686478855e-05,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
5,1,"ANGPTL2","ITGA5_ITGB1",0.00100666586029491,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
5,1,"PTN","PTPRZ1",0.00202610269521482,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"PTN","SDC1",0.00841284011293234,0,"PTN_SDC1","PTN - SDC1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"PTN","SDC2",2.69201775815329e-05,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"PTN","SDC3",0.00158131177477427,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"PTN","SDC4",0.00487129722855198,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"PTN","NCL",0.00528643286937386,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
5,1,"POSTN","ITGAV_ITGB5",0.0366470158185145,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
5,1,"EDN1","EDNRA",0.000107063606935706,0,"EDN1_EDNRA","EDN1 - EDNRA","EDN","Secreted Signaling","KEGG: hsa04080"
5,1,"EDN3","EDNRA",6.58907484416813e-05,0,"EDN3_EDNRA","EDN3 - EDNRA","EDN","Secreted Signaling","KEGG: hsa04080"
5,1,"EDN1","EDNRB",0.000726895894696549,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
5,1,"EDN3","EDNRB",0.000447571978764746,0,"EDN3_EDNRB","EDN3 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
5,1,"CTSG","F2RL1",0.00130719211966237,0,"CTSG_F2RL1","CTSG - F2RL1","PARs","Secreted Signaling","KEGG: hsa04080"
5,1,"CTSG","PARD3",0.00476425872620218,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
5,1,"KITLG","KIT",0.000226426376224996,0,"KITL_KIT","KITL - KIT","KIT","Secreted Signaling","KEGG: hsa04080"
5,1,"NTF4","NTRK2",0.000306679769124113,0,"NTF5_NTRK2","NTF5 - NTRK2","NT","Secreted Signaling","PMID: 27908981"
5,1,"SEMA3B","NRP1_PLXNA1",0.000149736995496437,0,"SEMA3B_NRP1_PLXNA1","SEMA3B - (NRP1+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3B","NRP1_PLXNA2",0.000162402495189796,0,"SEMA3B_NRP1_PLXNA2","SEMA3B - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3B","NRP1_PLXNA3",0.000131731887408821,0,"SEMA3B_NRP1_PLXNA3","SEMA3B - (NRP1+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3C","NRP1_PLXNA1",0.00124561617454926,0,"SEMA3C_NRP1_PLXNA1","SEMA3C - (NRP1+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3C","NRP1_PLXNA2",0.00135072492973695,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3C","NRP1_PLXNA3",0.00109612751605401,0,"SEMA3C_NRP1_PLXNA3","SEMA3C - (NRP1+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"SEMA3C","PLXND1",0.000771406994315157,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
5,1,"ADM","CALCRL",0.00051389036802557,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
5,1,"GAS6","AXL",0.00153752761909833,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
5,1,"PROS1","AXL",0.000100594037532788,0,"PROS1_AXL","PROS1 - AXL","PROS","Secreted Signaling","PMID: 29531161"
5,1,"PROS1","TYRO3",0.000105887334103224,0,"PROS1_TYRO3","PROS1 - TYRO3","PROS","Secreted Signaling","PMID: 30501104"
5,1,"SLURP1","CHRNB1",0.00133790315587488,0.02,"SLURP1_CHRNB1","SLURP1 - CHRNB1","SLURP","Secreted Signaling","KEGG: hsa04080"
5,1,"LGALS9","CD44",0.00464938256037864,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
5,1,"KLK7","F2RL1",0.00346862309043918,0,"KLK7_F2RL1","KLK7 - F2RL1","KLK","Secreted Signaling","PMID: 33543017"
5,1,"IGFBP3","TMEM219",0.00214426522167455,0,"IGFBP3_TMEM219","IGFBP3 - TMEM219","IGFBP","Secreted Signaling","PMID:20353938"
5,1,"LGALS9","P4HB",0.0014381168031493,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
5,1,"NRG1","ITGA6_ITGB4",0.00536642099387214,0,"NRG1_INTEGRIN_A6B4_COMPLEX","NRG1 - (ITGA6+ITGB4)","NRG","Secreted Signaling","PMID: 20682778"
5,1,"NTF4","NGFR",0.000160578138090874,0,"NTF5_NGFR","NTF4 - NGFR","NT","Secreted Signaling","uniprot"
5,1,"PPIA","BSG",0.0215610384851772,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
5,1,"SLIT2","ROBO1",0.000833085309120083,0,"SLIT2_ROBO1","SLIT2 - ROBO1","SLIT","Secreted Signaling","PMID:10102268"
5,1,"SLIT2","ROBO2",9.177162630431e-05,0,"SLIT2_ROBO2","SLIT2 - ROBO2","SLIT","Secreted Signaling","PMID:10102268"
5,1,"PLAU","PLAUR",0.000227602079211763,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
5,1,"COL1A1","ITGA2_ITGB1",0.0797279564383832,0,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL1A2","ITGA2_ITGB1",0.071182399908071,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL4A1","ITGA2_ITGB1",0.0170401662078616,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL4A2","ITGA2_ITGB1",0.0219977695761644,0,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL4A5","ITGA2_ITGB1",0.00483985915836738,0,"COL4A5_ITGA2_ITGB1","COL4A5 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL4A6","ITGA2_ITGB1",0.00213342738485945,0,"COL4A6_ITGA2_ITGB1","COL4A6 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL6A1","ITGA2_ITGB1",0.0509031990872401,0,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL6A2","ITGA2_ITGB1",0.0521851170891873,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"COL6A3","ITGA2_ITGB1",0.0476216142786773,0,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
5,1,"FN1","ITGA3_ITGB1",0.0297781065617891,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
5,1,"FN1","ITGA5_ITGB1",0.00163418670000069,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMA2","ITGA2_ITGB1",0.01028399451841,0,"LAMA2_ITGA2_ITGB1","LAMA2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMA3","ITGA2_ITGB1",0.00539003228451958,0,"LAMA3_ITGA2_ITGB1","LAMA3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMA4","ITGA2_ITGB1",0.0120142967366582,0,"LAMA4_ITGA2_ITGB1","LAMA4 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMA5","ITGA2_ITGB1",0.0116689784688392,0,"LAMA5_ITGA2_ITGB1","LAMA5 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMB1","ITGA2_ITGB1",0.0103283568915871,0,"LAMB1_ITGA2_ITGB1","LAMB1 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMB2","ITGA2_ITGB1",0.0263037291736705,0,"LAMB2_ITGA2_ITGB1","LAMB2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMB3","ITGA2_ITGB1",0.00989177661408921,0,"LAMB3_ITGA2_ITGB1","LAMB3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMC1","ITGA2_ITGB1",0.013431287821496,0,"LAMC1_ITGA2_ITGB1","LAMC1 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMC2","ITGA2_ITGB1",0.00106900498104535,0,"LAMC2_ITGA2_ITGB1","LAMC2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
5,1,"LAMC3","ITGA2_ITGB1",0.0024367104948971,0,"LAMC3_ITGA2_ITGB1","LAMC3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
